date,SGDM,CWB,TRHC,DALT,LBTYA,ESGE,KMB,AUST,MO,RING,PLCE,DBAW,TTP,VLU,EYLD,EEA,ESGI,CNRG,BSCU,CFBK,FTHI,UWM,CGEN,MLN,TMTS,EBIZ,STIP,KWEB,EDIV,ZGNX,UJPY,UFPI,USRI,REED,VCLT,OPBK,ETHI,BABA,SEAC,IDV,MIDU,GXC,UPC,KEMQ,JSML,PZD,ARCB,HAP,ZIONP,LHAA,MCHI,CHI,FTIVW,MIDD
2021-05-10 10:40:00,30.965,82.3601,46.89,,27.7,43.9,,0,,,,,,149.3499,,,,,0,,,,,,,33.12,106.61,69.16,,,,,,,,,0,0,0,0,0,0,3.0943,,,,93.578,49.45,,0,,,0,
2021-05-10 10:35:00,31.0099,82.3,46.64,,27.68,43.84,,0,,,,,,,40.02,,,,0,,,,,,,33.11,106.6184,68.87,,,,,,,,,0,0,0,0,0,0,3.0849,,,,93.1335,49.5,,0,,,0,
2021-05-10 10:25:00,31.01,82.49,46.93,,27.71,43.91,,0,,,,,,149.55,,11.3979,,,0,,,,,,,33.26,106.615,69.1,,,,,,,,,0,0,0,0,0,0,3.1,,66.75,,92.7909,49.6287,,0,,,0,
2021-05-10 10:15:00,30.9743,82.5,46.93,10.256,27.675,43.97,,0,,,,,,149.71,,,,,0,,,,,,,33.156,106.615,69.27,,,,,,,,,0,0,0,0,0,0,3.1067,,,,93.6779,,,0,,,0,
2021-05-10 10:10:00,31.0,82.36,47.0,,27.65,43.93,,0,,,,,22.25,,,,,,0,,,,,,,33.055,106.6189,68.97,30.71,,,,,,,,0,0,0,0,0,0,3.0791,,,,93.548,,,0,,,0,
2021-05-10 10:05:00,31.01,82.365,46.765,10.2295,27.64,43.86,,0,,,,,,,,,,,0,,,,,,,33.01,106.635,68.6635,,,,,,,,,0,0,0,0,0,0,3.08,,,,93.0785,49.57,,0,,,0,
2021-05-10 10:00:00,31.0689,82.3501,46.76,,27.65,43.92,,0,,,,,,,,,,,0,,,,,,,33.08,106.635,68.93,30.7399,,,,,,,,0,0,0,0,0,0,3.08,31.76,,,92.2843,,,0,,,0,
2021-05-10 09:55:00,31.153,82.3,46.84,,27.68,43.92,,0,,,,,,149.4189,,,,,0,,,,,,,33.17,106.63,69.14,,,,,,,,,0,0,0,0,0,0,3.12,31.87,,,91.7099,49.565,,0,,,0,
2021-05-10 09:50:00,31.295,82.54,47.13,,27.71,44.02,,0,,,,,,149.2609,,,,,0,,,,,,,33.2232,106.6384,69.72,,,,,,,,,0,0,0,0,0,0,,,,,92.2343,,,0,,,0,
2021-05-10 09:45:00,31.22,82.46,46.805,,27.64,44.02,,0,,,,,22.4089,,,,,,0,,,,,,,33.1362,106.635,69.496,30.6899,,,,,,,,0,0,0,0,0,0,3.185,31.96,,,91.9414,49.6,,0,,,0,
2021-05-10 09:40:00,31.21,82.54,46.855,,27.68,44.0235,,0,,,,,22.28,,,,,,0,,,,,,,33.2476,106.635,69.655,30.82,,,,,,,,0,0,0,0,0,0,3.2013,,,,90.9806,,,0,,,0,
2021-05-10 09:35:00,31.195,82.67,47.0,,27.71,44.11,,0,,,,,22.17,,,,,,0,,,,,,9.95,33.63,106.647,70.135,30.7,,,,,,,,0,0,0,0,0,0,3.11,,,,91.9197,49.6,,0,,,0,
2021-05-07 16:00:00,30.76,83.25,47.14,10.266,27.71,44.43,,0,,,,,,148.72,,,,,0,,,,,,9.95,33.73,106.51,72.22,30.82,,,,,,,,0,0,0,0,0,0,3.18,,,,90.2313,48.95,,0,,,0,
2021-05-07 15:50:00,30.7918,83.27,47.26,,27.72,44.4625,,0,,,,,,148.71,40.245,,,,0,,,,,,,33.69,106.5,72.31,,,,,,,,,0,0,0,0,0,0,3.17,,,,90.3912,48.905,,0,,,0,
2021-05-07 15:40:00,30.74,83.2,47.2,,27.805,44.43,,0,,,,,,,,,,,0,,,,,,9.98,33.675,106.495,72.185,,,,,,,,,0,0,0,0,0,0,3.17,32.68,,,90.501,,,0,,,0,
2021-05-07 15:35:00,30.74,83.3,46.975,,27.765,44.43,,0,,,,,,,40.0801,,,,0,,,,,,,,106.5,72.22,30.7599,,,,,,,,0,0,0,0,0,0,3.17,,,,90.4411,,,0,,,0,
2021-05-07 15:30:00,30.71,83.26,47.14,,27.75,44.445,,0,,,,,,,,,,,0,,,,,,,33.73,106.495,72.225,30.77,,,,,,,,0,0,0,0,0,0,,,67.32,,90.4711,,,0,,,0,
2021-05-07 15:05:00,30.705,83.27,47.46,,27.75,44.45,,0,,,,,22.2,,,,,,0,,,,,,,33.68,106.51,72.32,30.78,,,,,,,,0,0,0,0,0,0,,,,,90.571,,,0,,,0,
2021-05-07 15:00:00,30.7501,83.3329,48.27,10.286,27.78,44.44,,0,,,,,,,,,,,0,,,,,,,,106.52,72.3,,,,,,,,,0,0,0,0,0,0,3.15,,,,90.7458,,,0,,,0,
2021-05-07 14:50:00,30.77,83.18,47.53,,27.805,44.41,,0,,,,,,,,,,,0,,,,,,,33.63,106.505,72.22,,,,,,,,,0,0,0,0,0,0,,32.6172,,,90.2613,48.9001,,0,,,0,
2021-05-07 14:45:00,30.7778,83.1367,47.41,,27.83,44.39,,0,,,,,,148.59,,,,,0,,,,,,,33.57,106.525,72.11,30.69,,,,,,,,0,0,0,0,0,0,3.16,,,,90.3612,,,0,,,0,
2021-05-07 14:35:00,30.83,,47.37,,27.855,44.42,,0,,,,,,,,,,,0,,,,,,,33.66,106.53,72.23,,,,,,,,,0,0,0,0,0,0,3.22,,,,91.0905,,,0,,,0,
2021-05-07 14:05:00,30.765,83.15,48.89,,27.77,44.38,,0,,,,,22.15,,,,,,0,,,,,,,33.65,106.52,72.26,,,,,,,,,0,0,0,0,0,0,,,,,91.0805,48.8545,,0,,,0,
2021-05-07 14:00:00,30.78,83.2353,49.13,,27.81,44.39,,0,,,,,22.15,,,,,,0,,,,,,,33.66,106.525,72.3,30.69,,,,,,,,0,0,0,0,0,0,,32.5901,,,91.2703,48.92,,0,,,0,
2021-05-07 13:55:00,30.77,83.24,49.16,,27.79,44.417,,0,,,,,,,,,,,0,,,,,,,,106.5364,72.35,,,,,,,,,0,0,0,0,0,0,,32.63,67.27,,91.2303,,,0,,,0,
2021-05-07 13:50:00,30.77,83.325,49.3,,27.79,44.43,,0,,,,,,,,,,,0,,,,,,9.94,33.73,106.54,72.42,,,,,,,,,0,0,0,0,0,0,3.16,,,,91.1504,,,0,,,0,
2021-05-07 13:45:00,30.705,83.2955,49.13,,27.825,44.42,,0,,,,,,,,,,,0,,,,,,,,106.52,72.45,,,,,,,,,0,0,0,0,0,0,3.15,,,,91.268,,,0,,,0,
2021-05-07 13:40:00,30.67,83.3111,49.34,,27.84,44.4211,,0,,,,,22.16,,,,,,0,,,,,,,33.72,106.52,72.46,,,,,,,,,0,0,0,0,0,0,3.1549,,,,91.1005,48.92,,0,,,0,
2021-05-07 13:35:00,30.69,83.36,48.86,,27.8,44.43,,0,,,,,,,,,,,0,,,,,,,33.74,106.51,72.49,,,,,,,,,0,0,0,0,0,0,3.1837,,,,91.1704,,,0,,,0,
2021-05-07 13:30:00,30.66,83.21,48.5286,,27.775,44.38,,0,,,,,22.0968,,,,,,0,,,,,,,33.75,106.505,72.361,,,,,,,,,0,0,0,0,0,0,3.1402,,,,91.1554,,,0,,,0,
2021-05-07 13:20:00,30.69,83.34,48.32,,27.775,44.42,,0,,,,,22.05,,,,,,0,,,,,,,33.7501,106.5199,72.48,30.7,,,,,,,,0,0,0,0,0,0,,32.73,,,91.1055,,,0,,,0,
2021-05-07 13:15:00,30.675,83.375,48.485,,27.79,44.4499,,0,,,,,,,,,,,0,,,,,,,33.88,106.5233,72.64,30.705,,,,,,,,0,0,0,0,0,0,3.15,,,,90.9506,,,0,,,0,
2021-05-07 12:50:00,30.64,83.388,48.56,,27.835,44.445,,0,,,,,,,,,,,0,,,,,,,,106.53,72.74,,,,,,,,,0,0,0,0,0,0,3.15,,,,89.8167,48.82,,0,,,0,
2021-05-07 12:45:00,30.6001,83.325,48.58,,27.875,44.43,,0,,,,,,,,,,,0,,,,,,,33.79,106.52,72.6301,,,,,,,,,0,0,0,0,0,0,3.15,,,,89.9066,,,0,,,0,
2021-05-07 12:30:00,30.63,83.4255,48.94,,27.88,44.48,,0,,,,,,,,,,,0,,,,,,,,106.525,72.84,30.7498,,,,,,,,0,0,0,0,0,0,,,,,89.8067,,,0,,,0,
2021-05-07 12:20:00,30.67,83.4,49.0,,27.87,44.54,,0,,,,,,148.28,,,,,0,,,,,,,33.84,106.5401,72.96,30.7393,,,,,,,,0,0,0,0,0,0,3.1801,,,,89.6619,,,0,,,0,
2021-05-07 11:55:00,30.745,83.53,48.41,,27.92,44.62,,0,,,,,22.0,,,,,,0,,,,,,9.9376,,106.5464,73.27,,,,,,,,,0,0,0,0,0,0,,,,,88.1352,,,0,,,0,
2021-05-07 11:45:00,30.73,83.62,47.695,,28.05,44.6,,0,,,,,,,,,,,0,,,,,,,33.88,106.545,73.25,30.75,,,,,,,,0,0,0,0,0,0,3.2023,,,,88.543,,,0,,,0,
2021-05-07 11:40:00,30.6937,83.56,,,28.05,44.56,,0,,,,,,,,,,,0,,,,,,,33.9,106.54,73.14,,,,,,,,,0,0,0,0,0,0,3.2,,67.3037,,88.5928,48.72,,0,,,0,
2021-05-07 11:35:00,30.659,83.63,48.05,,28.07,44.56,,0,,,,,21.9775,,,,,,0,,,,,,,33.91,106.54,73.06,30.74,,,,,,,,0,0,0,0,0,0,3.2,,67.25,,88.483,,,0,,,0,
2021-05-07 11:30:00,30.62,83.63,47.47,,28.045,44.56,,0,,,,,,,,,,,0,,,,,,,,106.53,73.125,,,,,,,,,0,0,0,0,0,0,3.2273,,,,88.7028,48.65,,0,,,0,
2021-05-07 11:20:00,30.63,83.67,47.47,,28.05,44.55,,0,,,,,,,,11.4876,,,0,,,,,,9.94,33.94,106.53,73.24,,,,,,,,,0,0,0,0,0,0,,32.8301,,,88.528,,,0,,,0,
2021-05-07 11:15:00,30.655,83.7544,47.545,,28.08,44.55,,0,,,,,,,,,,,0,,,,,,,33.9459,106.54,73.27,,,,,,,,,0,0,0,0,0,0,,,,,87.9935,,,0,,,0,
2021-05-07 11:00:00,30.62,83.7552,47.805,,28.12,44.535,,0,,,,,21.88,,,,,,0,,,,,,,,106.53,73.3522,,,,,,,,,0,0,0,0,0,0,,,,,88.518,,,0,,,0,
2021-05-07 10:55:00,30.62,83.805,48.485,,28.05,44.5114,,0,,,,,21.8632,,,,,,0,,,,,,,,106.51,73.35,,,,,,,,,0,0,0,0,0,0,3.24,,,,88.5879,,,0,,,0,
2021-05-07 10:50:00,30.685,83.8,48.275,,27.97,44.54,,0,,,,,21.86,,,,,,0,,,,,,,33.96,106.5,73.51,30.705,,,,,,,,0,0,0,0,0,0,,32.93,67.56,,88.523,,,0,,,0,
2021-05-07 10:45:00,30.7794,83.87,48.3,,27.97,44.545,,0,,,,,,,,,,,0,,,,,,,34.045,106.51,73.59,30.705,,,,,,,,0,0,0,0,0,0,3.2295,,,,88.9025,,,0,,,0,
2021-05-07 10:40:00,30.715,83.81,47.895,,27.97,44.5165,,0,,,,,,,,11.4696,,,0,,,,,,,33.98,106.5162,73.42,,,,,,,,,0,0,0,0,0,0,3.22,32.935,,,88.6029,48.558,,0,,,0,
2021-05-07 10:35:00,30.85,83.74,48.0,,28.0,44.54,,0,,,,,21.84,,,,,,0,,,,,,,,106.535,73.47,,,,,,,,,0,0,0,0,0,0,3.22,,,,87.7338,48.57,,0,,,0,
2021-05-07 10:25:00,30.9301,83.8,48.83,,27.99,44.4991,,0,,,,,21.95,148.309,,,,,0,,,,,,,33.95,106.5599,73.45,,,,,,,,,0,0,0,0,0,0,3.2,32.88,,,87.2343,,,0,,,0,
2021-05-07 10:20:00,30.945,83.83,48.81,,28.055,44.5001,,0,,,,,21.94,,,11.4876,,,0,,,,,,,,106.545,73.35,,,,,,,,,0,0,0,0,0,0,,32.8531,,,87.6039,,,0,,,0,
2021-05-07 10:15:00,30.9821,83.843,48.36,10.3017,27.95,44.49,,0,,,,,,,,,,,0,,,,,,,34.0,106.56,73.25,30.723,,,,,,,,0,0,0,0,0,0,3.2,32.86,,,87.2442,48.66,,0,,,0,
2021-05-07 10:05:00,31.0593,83.68,49.45,,27.84,44.42,,0,,,,,,,,,,,0,,,,,,,,106.5741,73.03,30.69,,,,,,,,0,0,0,0,0,0,3.27,32.66,66.9383,,86.7347,48.575,,0,,,0,
2021-05-07 10:00:00,30.925,83.43,49.43,10.286,27.84,44.38,,0,,,,,,,,,,,0,,,,,,,33.79,106.585,72.92,30.6006,,,,,,,,0,0,0,0,0,0,3.22,32.61,66.91,,86.2952,,,0,,,0,
2021-05-07 09:55:00,30.905,83.46,47.99,,27.98,44.35,,0,,,,,22.0,147.91,,,,,0,,,,,,,33.81,106.5984,72.85,30.71,,,,,,,,0,0,0,0,0,0,3.2629,,,,86.2952,,,0,,,0,
2021-05-07 09:50:00,30.86,83.555,47.29,,27.92,44.36,,0,,,,,,148.039,,11.4892,,,0,,,,,,,33.83,106.5896,73.01,30.67,,,,,,,,0,0,0,0,0,0,3.28,32.6,,,86.4251,,,0,,,0,
2021-05-07 09:45:00,30.82,83.51,47.125,,28.1,44.32,,0,,,,,,,,,,,0,,,,,,,33.67,106.5493,72.98,30.66,,,,,,,,0,0,0,0,0,0,3.24,,,,86.7447,,,0,,,0,
2021-05-07 09:40:00,30.92,83.405,46.265,,28.23,44.33,,0,,,,,,147.5,,,,,0,,,,,,,33.67,106.52,72.935,,,,,,,,,0,0,0,0,0,0,3.19,,,,85.9855,48.28,,0,,,0,
2021-05-07 09:35:00,31.11,83.13,46.61,10.241,28.26,44.28,,0,,,,,21.77,147.28,,,,,0,,,,,,9.97,33.575,106.49,72.68,30.54,,,,,,,,0,0,0,0,0,0,3.19,,,,85.416,48.1,,0,,,0,
2021-05-06 16:00:00,30.63,82.33,42.32,,28.22,44.04,,0,,,,,21.938,,39.48,,,,0,,,,,,9.96,33.11,106.44,72.58,30.42,,,,,,,,0,0,0,0,0,0,3.15,,,,86.5449,,,0,,,0,
2021-05-06 15:55:00,30.6387,82.415,42.29,,28.175,43.98,,0,,,,,21.7706,,,,,,0,,,,,,9.96,33.07,106.45,72.45,30.3999,,,,,,,,0,0,0,0,0,0,3.18,,,,86.2053,,,0,,,0,
2021-05-06 15:50:00,30.65,82.26,41.99,10.1821,28.17,43.97,,0,,,,,,,,,,,0,,,,,,,33.01,106.445,72.38,,,,,,,,,0,0,0,0,0,0,,,66.03,,85.8556,,,0,,,0,
2021-05-06 15:45:00,30.68,82.2,42.11,,28.14,43.95,,0,,,,,,,,,,,0,,,,,,,32.96,106.45,72.34,,,,,,,,,0,0,0,0,0,0,,,,,85.8107,48.015,,0,,,0,
2021-05-06 15:40:00,30.6917,82.24,41.93,,28.16,43.95,,0,,,,,21.89,,,11.358,,,0,,,,,,9.96,,106.45,72.36,30.3787,,,,,,,,0,0,0,0,0,0,,,,,85.8107,,,0,,,0,
2021-05-06 15:35:00,30.7435,82.09,41.87,10.1861,28.17,43.91,,0,,,,,,,,,,,0,,,,,,9.96,,106.45,72.22,30.35,,,,,,,,0,0,0,0,0,0,,32.2,,,85.7607,,,0,,,0,
2021-05-06 15:25:00,30.717,82.0401,41.715,10.1757,28.105,43.9,,0,,,,,,,,11.3679,,,0,,,,,,,32.91,106.445,72.23,,,,,,,,,0,0,0,0,0,0,,,,,85.2262,,,0,,,0,
2021-05-06 15:20:00,30.77,82.09,41.74,,28.08,43.9,,0,,,,,,,,,,,0,,,,,,,,106.45,72.27,,,,,,,,,0,0,0,0,0,0,3.17,,,,85.1363,,,0,,,0,
2021-05-06 14:35:00,30.88,81.85,41.82,,28.065,43.835,,0,,,,,21.8,,,,,,0,,,,,,9.98,,106.445,72.02,,,,,,,,,0,0,0,0,0,0,3.11,,,,84.5369,,,0,,,0,
2021-05-06 14:15:00,30.923,82.18,42.015,,28.13,43.89,,0,,,,,,,,,,,0,,,,,,,32.94,106.4416,72.4,30.29,,,,,,,,0,0,0,0,0,0,,32.25,,,84.5069,,,0,,,0,
2021-05-06 14:10:00,30.95,82.15,42.09,,28.16,43.92,,0,,,,,,,,11.3679,,,0,,,,,,9.98,32.96,106.44,72.46,30.315,,,,,,,,0,0,0,0,0,0,3.1556,,,,84.3071,,,0,,,0,
2021-05-06 14:00:00,30.8965,82.01,41.9,,28.1865,43.9099,,0,,,,,21.8,,,,,,0,,,,,,9.98,32.92,106.44,72.38,,,,,,,,,0,0,0,0,0,0,,,,,84.0674,,,0,,,0,
2021-05-06 13:50:00,30.9591,82.118,42.2,,28.265,43.93,,0,,,,,,,,,,,0,,,,,,,33.04,106.435,72.54,30.3594,,,,,,,,0,0,0,0,0,0,3.17,32.2401,65.87,,84.2772,,,0,,,0,
2021-05-06 13:40:00,30.9398,82.255,42.01,,28.22,43.97,,0,,,,,,,,,,,0,,,,,,9.98,33.03,106.44,72.64,,,,,,,,,0,0,0,0,0,0,,,,,84.407,,,0,,,0,
2021-05-06 13:15:00,30.8544,82.3,42.44,,28.12,43.95,,0,,,,,,,39.12,,,,0,,,,,,,33.065,106.429,72.65,,,,,,,,,0,0,0,0,0,0,,,,,83.9175,,,0,,,0,
2021-05-06 13:05:00,30.84,82.39,42.65,,28.13,44.0,,0,,,,,,,,,,,0,,,,,,,,106.4301,72.88,30.34,,,,,,,,0,0,0,0,0,0,3.15,,,,83.7077,,,0,,,0,
2021-05-06 13:00:00,30.83,82.38,42.65,,28.15,43.9811,,0,,,,,,,,,,,0,,,,,,,,106.435,72.88,,,,,,,,,0,0,0,0,0,0,3.15,,,,83.6278,,,0,,,0,
2021-05-06 12:55:00,30.8397,82.4637,42.87,,28.115,43.999,,0,,,,,,,,,,,0,,,,,,,,106.455,72.93,,,,,,,,,0,0,0,0,0,0,3.15,,,,83.4842,,,0,,,0,
2021-05-06 12:40:00,30.76,82.42,42.66,,28.11,43.97,,0,,,,,,,,,,,0,,,,,,,,106.46,72.91,,,,,,,,,0,0,0,0,0,0,3.1478,,66.01,,83.4779,,,0,,,0,
2021-05-06 12:30:00,30.815,82.53,42.905,,28.15,44.015,,0,,,,,21.7,,,,,,0,,,,,,,33.21,106.4785,73.01,30.3301,,,,,,,,0,0,0,0,0,0,,,66.0,,83.9874,,,0,,,0,
2021-05-06 11:55:00,30.7523,82.42,43.72,,28.1494,43.975,,0,,,,,21.7,146.675,,11.3679,,,0,,,,,,,,106.465,73.0,,,,,,,,,0,0,0,0,0,0,3.15,,,,85.1263,,,0,,,0,
2021-05-06 11:30:00,30.8261,82.1392,43.83,,27.93,43.91,,0,,,,,,,,,,,0,,,,,,,,106.4689,72.41,30.2801,,,,,,,,0,0,0,0,0,0,3.17,,,,85.1263,,,0,,,0,
2021-05-06 11:25:00,30.77,82.175,43.74,,27.86,43.88,,0,,,,,,,,,,,0,,,,,,,,106.465,72.28,30.28,,,,,,,,0,0,0,0,0,0,3.15,,,,85.0164,47.735,,0,,,0,
2021-05-06 11:20:00,30.7499,81.9167,43.6,,27.82,43.82,,0,,,,,21.6109,,,,,,0,,,,,,9.97,32.87,106.4683,72.16,,,,,,,,,0,0,0,0,0,0,3.1394,,,,85.0044,,,0,,,0,
2021-05-06 11:15:00,30.73,81.915,43.71,,27.845,43.79,,0,,,,,,145.86,,,,,0,,,,,,,,106.479,72.04,,,,,,,,,0,0,0,0,0,0,3.14,,,,84.7867,,,0,,,0,
2021-05-06 11:00:00,30.7399,82.23,44.15,,27.64,43.85,,0,,,,,,,39.46,,,,0,,,,,,,,106.4989,72.35,,,,,,,,,0,0,0,0,0,0,3.155,,,,84.6868,47.76,,0,,,0,
2021-05-06 10:55:00,30.68,82.23,44.14,,27.54,43.86,,0,,,,,,,,11.3679,,,0,,,,,,,,106.505,72.37,30.25,,,,,,,,0,0,0,0,0,0,3.15,32.1601,,,84.6967,,,0,,,0,
2021-05-06 10:50:00,30.5901,82.17,44.13,,27.5,43.845,,0,,,,,,,,11.3679,,,0,,,,,,,32.91,106.51,72.29,,,,,,,,,0,0,0,0,0,0,3.15,,65.39,,84.6768,47.765,,0,,,0,
2021-05-06 10:40:00,30.599,82.201,44.72,,27.49,43.84,,0,,,,,21.56,,,,,,0,,,,,,,32.82,106.515,72.32,30.26,,,,,,,,0,0,0,0,0,0,3.23,,,,85.2062,,,0,,,0,
2021-05-06 10:20:00,30.465,82.03,44.77,,27.15,43.72,,0,,,,,,,,,,,0,,,,,,9.97,32.8006,106.5669,71.99,,,,,,,,,0,0,0,0,0,0,3.25,,,,83.6278,,,0,,,0,
2021-05-06 10:15:00,30.5228,82.22,45.2,,27.14,43.78,,0,,,,,21.7,,39.46,,,,0,,,,,,,32.88,106.56,72.17,,,,,,,,,0,0,0,0,0,0,3.25,,,,83.448,,,0,,,0,
2021-05-06 10:10:00,30.5603,82.3,45.335,,27.07,43.76,,0,,,,,,,39.5699,,,,0,,,,,,9.97,32.8734,106.555,72.1301,,,,,,,,,0,0,0,0,0,0,3.2707,,,,83.0883,,,0,,,0,
2021-05-06 10:05:00,30.57,82.36,45.56,,27.135,43.8,,0,,,,,,,39.51,,,,0,,,,,,,33.01,106.565,72.19,,,,,,,,,0,0,0,0,0,0,3.305,,,,83.6877,,,0,,,0,
2021-05-06 10:00:00,30.5,82.44,45.5,,27.15,43.83,,0,,,,,,,,,,,0,,,,,,9.97,33.135,106.56,72.28,,,,,,,,,0,0,0,0,0,0,3.3,,,,83.6678,,,0,,,0,
2021-05-06 09:55:00,30.58,82.66,45.45,,27.07,43.88,,0,,,,,,,,,,,0,,,,,,9.95,33.3,106.545,72.57,30.3377,,,,,,,,0,0,0,0,0,0,3.3,,66.16,,83.5347,,,0,,,0,
2021-05-06 09:50:00,30.36,82.799,45.46,10.206,26.985,43.89,,0,,,,,,,39.54,,,,0,,,,,,,33.221,106.57,72.71,,,,,,,,,0,0,0,0,0,0,3.27,,,,83.2282,,,0,,,0,
2021-05-06 09:40:00,30.18,83.09,45.45,10.1961,27.0,43.91,,0,,,,,,146.55,,,,,0,,,,,,,,106.56,72.87,,,,,,,,,0,0,0,0,0,0,3.3758,,,,85.3661,,,0,,,0,
2021-05-06 09:35:00,29.84,82.8098,45.67,,27.175,43.79,,0,,,,,21.8,146.54,39.51,11.338,,,0,,,,,,,33.1779,106.5659,72.47,30.2799,,,,,,,,0,0,0,0,0,0,3.37,32.31,,,85.5659,,,0,,,0,
2021-05-05 15:55:00,29.5021,83.06,46.36,10.1961,26.835,43.63,,0,,,,,,146.19,,,,,0,,,,,,9.96,33.4709,106.535,72.58,,,,,,,,,0,0,0,0,0,0,3.4001,,,,85.2162,,,0,,,0,
2021-05-05 15:50:00,29.4807,83.075,46.41,,26.87,43.615,,0,,,,,,,,,,,0,,,,,,9.97,33.48,106.535,72.57,30.0794,,,,,,,,0,0,0,0,0,0,3.4,,,,85.3111,,,0,,,0,
2021-05-05 15:45:00,29.465,83.075,46.54,,26.84,43.64,,0,,,,,,,39.0001,,,,0,,,,,,9.97,33.5502,106.5359,72.565,,,,,,,,,0,0,0,0,0,0,,,,,85.5509,,,0,,,0,
2021-05-05 15:25:00,29.443,82.86,46.65,,26.85,43.6,,0,,,,,21.8701,,,,,,0,,,,,,9.96,33.435,106.5332,72.5,30.08,,,,,,,,0,0,0,0,0,0,3.4,,66.69,,85.0764,,,0,,,0,
2021-05-05 15:15:00,29.465,83.07,46.97,,26.86,43.65,,0,,,,,,,,,,,0,,,,,,9.96,,106.52,72.67,,,,,,,,,0,0,0,0,0,0,,,,,86.0254,47.4604,,0,,,0,
2021-05-05 15:05:00,29.455,83.1499,46.88,,26.855,43.655,,0,,,,,,,,,,,0,,,,,,,33.6,106.525,72.79,,,,,,,,,0,0,0,0,0,0,3.4255,,66.88,,85.5139,47.47,,0,,,0,
2021-05-05 14:40:00,29.4088,83.39,47.21,,26.9325,43.7,,0,,,,,21.8763,,,,,,0,,,,,,9.97,,106.48,72.94,,,,,,,,,0,0,0,0,0,0,3.41,,,,85.0664,,,0,,,0,
2021-05-05 14:30:00,29.48,83.42,47.08,,26.96,43.7,,0,,,,,,,,,,,0,,,,,,9.96,,106.464,72.94,,,,,,,,,0,0,0,0,0,0,,,,,85.1763,,,0,,,0,
2021-05-05 14:05:00,29.405,83.31,47.25,10.236,26.84,43.68,,0,,,,,,,,,,,0,,,,,,,,106.4475,72.96,30.1591,,,,,,,,0,0,0,0,0,0,3.43,32.47,,,84.2472,,,0,,,0,
2021-05-05 13:55:00,29.46,83.55,47.24,,26.845,43.72,,0,,,,,21.93,146.2221,,,,,0,,,,,,,33.69,106.445,73.15,30.1082,,,,,,,,0,0,0,0,0,0,,,,,84.5769,,,0,,,0,
2021-05-05 13:50:00,29.45,83.565,47.24,,26.859,43.72,,0,,,,,,,,,,,0,,,,,,,33.6667,106.435,73.17,,,,,,,,,0,0,0,0,0,0,,,,,84.5669,,,0,,,0,
2021-05-05 13:40:00,29.414,83.58,,,26.85,43.72,,0,,,,,,,,,,,0,,,,,,,33.635,106.44,73.125,30.16,,,,,,,,0,0,0,0,0,0,,,,,84.5968,,,0,,,0,
2021-05-05 13:05:00,29.285,83.42,47.21,,26.84,43.65,,0,,,,,,,,,,,0,,,,,,9.97,,106.49,72.96,30.0844,,,,,,,,0,0,0,0,0,0,3.43,32.5,,,82.9285,,,0,,,0,
2021-05-05 12:45:00,29.2401,83.52,47.23,10.2284,26.835,43.7,,0,,,,,,,,,,,0,,,,,,9.96,,106.51,73.09,,,,,,,,,0,0,0,0,0,0,3.46,,,,82.6126,47.49,,0,,,0,
2021-05-05 12:20:00,29.2912,83.75,,,26.765,43.75,,0,,,,,,146.26,,,,,0,,,,,,9.97,33.79,106.46,73.37,,,,,,,,,0,0,0,0,0,0,,,,,83.5878,47.525,,0,,,0,
2021-05-05 12:05:00,29.22,83.82,,,26.9125,43.75,,0,,,,,,,,,,,0,,,,,,9.97,,106.46,73.412,30.145,,,,,,,,0,0,0,0,0,0,3.47,,,,83.8576,47.56,,0,,,0,
2021-05-05 12:00:00,29.2793,83.8,,,26.93,43.76,,0,,,,,,,,,,,0,,,,,,9.97,,106.465,73.4,,,,,,,,,0,0,0,0,0,0,3.4527,32.615,,,83.7577,47.546,,0,,,0,
2021-05-05 11:55:00,29.2411,83.8,,,26.9308,43.73,,0,,,,,,146.344,,,,,0,,,,,,9.97,,106.47,73.41,,,,,,,,,0,0,0,0,0,0,3.46,,,,83.5379,,,0,,,0,
2021-05-05 11:50:00,29.29,83.7845,,,26.93,43.71,,0,,,,,,,,,,,0,,,,,,9.97,,106.47,73.3199,,,,,,,,,0,0,0,0,0,0,3.44,32.6,,,83.3282,,,0,,,0,
2021-05-05 11:15:00,29.27,83.81,47.4425,,26.805,43.71,,0,,,,,,,,,,,0,,,,,,9.96,,106.495,73.41,30.1168,,,,,,,,0,0,0,0,0,0,,,,,83.5579,,,0,,,0,
2021-05-05 11:00:00,29.25,83.795,47.39,,26.8,43.71,,0,,,,,21.75,,,,,,0,,,,,,9.97,33.755,106.49,73.55,,,,,,,,,0,0,0,0,0,0,3.4475,,,,82.9784,,,0,,,0,
2021-05-05 10:50:00,29.24,83.72,47.41,,26.81,43.685,,0,,,,,,,,,,,0,,,,,,,,106.5058,73.39,,,,,,,,,0,0,0,0,0,0,3.43,,,,82.4589,,,0,,,0,
2021-05-05 10:45:00,29.155,83.705,47.29,10.206,26.82,43.68,,0,,,,,,,,,,,0,,,,,,,33.68,106.505,73.4,,,,,,,,,0,0,0,0,0,0,,32.58,,,82.3191,,,0,,,0,
