,0
746,HKD_BBD
747,HKD_BHD
748,HKD_BRL
749,HKD_CAD
750,HKD_CHF
751,HKD_CLP
752,HKD_CNY
753,HKD_CZK
754,HKD_DKK
755,HKD_EGP
756,HKD_EUR
757,HKD_GBP
758,HKD_HUF
759,HKD_IDR
760,HKD_ILS
761,HKD_INR
762,HKD_ISK
763,HKD_JMD
764,HKD_JOD
765,HKD_JPY
766,HKD_KES
767,HKD_KRW
768,HKD_LBP
769,HKD_LKR
770,HKD_MAD
771,HKD_MXN
772,HKD_MYR
773,HKD_NAD
774,HKD_NOK
775,HKD_NPR
776,HKD_NZD
777,HKD_OMR
778,HKD_PAB
779,HKD_PHP
780,HKD_PKR
781,HKD_PLN
782,HKD_QAR
783,HKD_RON
784,HKD_RUB
785,HKD_SAR
786,HKD_SEK
787,HKD_SGD
788,HKD_THB
789,HKD_TRY
790,HKD_TWD
791,HKD_USD
792,HKD_VEF
793,HKD_XAF
794,HKD_XCD
795,HKD_XOF
796,HKD_ZAR
797,HUF_CLP
798,HUF_EUR
799,HUF_IDR
800,HUF_ILS
801,HUF_INR
802,HUF_ISK
803,HUF_JMD
804,HUF_JPY
805,HUF_KES
806,HUF_KRW
807,HUF_LBP
808,HUF_LKR
809,HUF_NPR
810,HUF_PHP
811,HUF_PKR
812,HUF_RUB
813,HUF_THB
814,HUF_USD
815,HUF_XAF
816,HUF_XOF
817,IDR_AUD
818,IDR_CAD
819,IDR_CHF
820,IDR_CNY
821,IDR_EUR
822,IDR_GBP
823,IDR_INR
824,IDR_JPY
825,IDR_KRW
826,IDR_THB
827,IDR_TWD
828,IDR_USD
829,ILS_AED
830,ILS_ARS
831,ILS_AUD
832,ILS_BBD
833,ILS_BGN
834,ILS_BHD
835,ILS_BRL
836,ILS_CAD
837,ILS_CHF
838,ILS_CLP
839,ILS_CNY
840,ILS_COP
841,ILS_CZK
842,ILS_DKK
843,ILS_EGP
844,ILS_EUR
845,ILS_GBP
846,ILS_HKD
847,ILS_HUF
848,ILS_IDR
849,ILS_INR
850,ILS_ISK
851,ILS_JMD
852,ILS_JOD
853,ILS_JPY
854,ILS_KES
855,ILS_KRW
856,ILS_LBP
857,ILS_LKR
858,ILS_MAD
859,ILS_MXN
860,ILS_MYR
861,ILS_NAD
862,ILS_NOK
863,ILS_NPR
864,ILS_NZD
865,ILS_OMR
866,ILS_PAB
867,ILS_PEN
868,ILS_PHP
869,ILS_PKR
870,ILS_PLN
871,ILS_QAR
872,ILS_RON
873,ILS_RUB
874,ILS_SAR
875,ILS_SEK
876,ILS_SGD
877,ILS_THB
878,ILS_TRY
879,ILS_TWD
880,ILS_UAH
881,ILS_USD
882,ILS_UYU
883,ILS_VEF
884,ILS_XAF
885,ILS_XCD
886,ILS_XOF
887,ILS_ZAR
888,INR_BRL
889,INR_CLP
890,INR_CNY
891,INR_CZK
892,INR_DKK
893,INR_EGP
894,INR_EUR
895,INR_GBP
896,INR_HKD
897,INR_HUF
898,INR_IDR
899,INR_ILS
900,INR_ISK
901,INR_JMD
902,INR_JPY
903,INR_KES
904,INR_KRW
905,INR_LBP
906,INR_LKR
907,INR_MAD
908,INR_MXN
909,INR_MYR
910,INR_NAD
911,INR_NOK
912,INR_NPR
913,INR_PHP
914,INR_PKR
915,INR_RUB
916,INR_SEK
917,INR_THB
918,INR_TRY
919,INR_TWD
920,INR_USD
921,INR_XAF
922,INR_XOF
923,INR_ZAR
924,IQD_USD
925,IRR_USD
926,ISK_CHF
927,ISK_CLP
928,ISK_CZK
929,ISK_HUF
930,ISK_IDR
931,ISK_ILS
932,ISK_INR
933,ISK_JMD
934,ISK_JPY
935,ISK_KES
